iter	Passed	Remaining
758	23551	7478
759	23578	7445
760	23614	7416
761	23646	7385
762	23680	7355
763	23718	7326
764	23753	7296
765	23786	7266
766	23820	7236
767	23845	7203
768	23873	7171
769	23900	7139
770	23926	7106
771	23954	7074
772	23982	7042
773	24019	7013
774	24046	6981
775	24074	6949
776	24103	6917
777	24135	6886
778	24170	6856
779	24203	6826
780	24239	6797
781	24273	6766
782	24305	6735
783	24336	6704
784	24365	6673
785	24391	6641
786	24426	6611
787	24456	6579
788	24484	6547
789	24508	6514
790	24534	6482
791	24564	6451
792	24590	6419
793	24618	6387
794	24650	6356
795	24687	6327
796	24720	6296
797	24753	6265
798	24785	6235
799	24825	6206
800	24857	6175
801	24885	6143
802	24909	6110
803	24939	6079
804	24968	6048
805	24993	6015
806	25022	5984
807	25051	5952
808	25080	5921
809	25106	5889
810	25135	5857
811	25169	5827
812	25214	5799
813	25246	5768
814	25278	5738
815	25312	5707
816	25344	5676
817	25370	5644
818	25399	5613
819	25427	5581
820	25455	5549
821	25483	5518
822	25512	5486
823	25538	5454
824	25567	5423
825	25597	5392
826	25636	5362
827	25666	5331
828	25703	5301
829	25736	5271
830	25772	5241
831	25805	5210
832	25841	5180
833	25868	5148
834	25894	5116
835	25922	5085
836	25949	5053
837	25979	5022
838	26014	4992
839	26044	4960
840	26072	4929
841	26099	4897
842	26127	4865
843	26156	4834
844	26187	4803
845	26217	4772
846	26252	4742
847	26290	4712
848	26322	4681
849	26354	4650
850	26380	4618
851	26406	4587
852	26443	4557
853	26470	4525
854	26497	4493
855	26526	4462
856	26551	4430
857	26580	4399
858	26606	4367
859	26633	4335
860	26666	4305
861	26696	4273
862	26730	4243
863	26761	4212
864	26794	4181
865	26839	4153
866	26868	4121
867	26893	4089
868	26922	4058
869	26950	4027
870	26978	3995
871	27005	3964
872	27033	3932
873	27060	3901
874	27087	3869
875	27114	3838
876	27142	3806
877	27173	3775
878	27206	3745
879	27249	3715
880	27282	3685
881	27320	3655
882	27352	3624
883	27379	3592
884	27404	3561
885	27433	3529
886	27461	3498
887	27486	3466
888	27511	3435
889	27539	3403
890	27568	3372
891	27593	3340
892	27618	3309
893	27645	3277
894	27687	3248
895	27720	3217
896	27757	3187
897	27787	3156
898	27821	3125
899	27857	3095
900	27883	3063
901	27911	3032
902	27938	3001
903	27966	2969
904	27995	2938
905	28022	2907
906	28056	2876
907	28091	2846
908	28119	2815
909	28148	2783
910	28181	2753
911	28215	2722
912	28248	2691
913	28283	2661
914	28314	2630
915	28346	2599
916	28377	2568
917	28404	2537
918	28431	2505
919	28466	2475
920	28494	2444
921	28518	2412
922	28546	2381
923	28571	2350
924	28602	2319
925	28687	2292
926	28731	2262
927	28772	2232
928	28820	2202
929	28867	2172
930	28910	2142
931	28942	2111
932	28966	2080
933	28994	2048
934	29025	2017
935	29056	1986
936	29083	1955
937	29111	1924
938	29139	1892
939	29167	1861
940	29195	1830
941	29228	1799
942	29273	1769
943	29305	1738
944	29339	1707
945	29371	1676
946	29405	1645
947	29435	1614
948	29462	1583
949	29492	1552
950	29520	1521
951	29549	1489
952	29577	1458
953	29605	1427
954	29634	1396
955	29669	1365
956	29695	1334
957	29727	1303
958	29763	1272
959	29794	1241
960	29823	1210
961	29860	1179
962	29890	1148
963	29917	1117
964	29944	1086
965	29973	1054
966	30000	1023
967	30028	992
968	30055	961
969	30096	930
970	30123	899
971	30149	868
972	30178	837
973	30204	806
974	30236	775
975	30268	744
976	30303	713
977	30333	682
978	30364	651
979	30396	620
980	30424	589
981	30464	558
982	30500	527
983	30532	496
984	30566	465
985	30594	434
986	30621	403
987	30652	372
988	30681	341
989	30712	310
990	30744	279
991	30776	248
992	30811	217
993	30845	186
994	30889	155
995	30922	124
996	30949	93
997	30977	62
998	31004	31
999	31031	0
